This log file has 2520 entries
 Make      Color    Plate    YYYY MM DD hr min sec
 BMW       Black    BHNJ-777 2021  2 24 22 19 40
 Jaguar    Silver   BHGE-797 2021  2 24 22 20  0
 Subaru    Black    AUBL-262 2021  2 24 22 20 20
 VW        Green    CTXU-122 2021  2 24 22 20 40
 Mazda     Green    AWZL-601 2021  2 24 22 21  0
 GM        Silver   BDLE-512 2021  2 24 22 21 20
 Hyundai   Gray     ADWT-230 2021  2 24 22 21 40
 Mitsub    Silver   ALJH-622 2021  2 24 22 22  0
 M Benz    Silver   CCMD-522 2021  2 24 22 22 20
 Nissan    beige    BXRH-656 2021  2 24 22 22 40
 Jaguar    beige    CLGW-961 2021  2 24 22 23  0
 Honda     Red      CXCK-540 2021  2 24 22 23 20
 Dodge     Green    BCNU-681 2021  2 24 22 23 40
 Fiat      White    BFUG-608 2021  2 24 22 24  0
 Mitsub    Black    CRZZ-836 2021  2 24 22 24 20
 Ford      Red      ATAA-996 2021  2 24 22 24 40
 BMW       Black    BFFX-880 2021  2 24 22 25  0
 M Benz    Red      CHKA-806 2021  2 24 22 25 20
 L Rover   beige    CZEH-624 2021  2 24 22 25 40
 Honda     Green    ALAM-902 2021  2 24 22 26  0
 Mazda     Silver   AWXE-950 2021  2 24 22 26 20
 Toyota    White    CZHK-690 2021  2 24 22 26 40
 Toyota    Gray     ACRA-660 2021  2 24 22 27  0
 Nissan    White    BCNR-628 2021  2 24 22 27 20
 Subaru    Green    CNAN-238 2021  2 24 22 27 40
 Mazda     Red      BMUW-755 2021  2 24 22 28  0
 Ford      White    BHDE-221 2021  2 24 22 28 20
 Jaguar    Green    CRCD-463 2021  2 24 22 28 40
 M Benz    Blue     ACUK-647 2021  2 24 22 29  0
 Mitsub    White    CHHF-322 2021  2 24 22 29 20
 GM        Blue     CFMT-954 2021  2 24 22 29 40
 Dodge     Gray     AJMN-558 2021  2 24 22 30  0
 VW        Silver   BTCN-864 2021  2 24 22 30 20
 M Benz    White    BDTZ-322 2021  2 24 22 30 40
 Toyota    beige    CHLC-560 2021  2 24 22 31  0
 VW        beige    BJGB-494 2021  2 24 22 31 20
 Mazda     Green    BHHD-482 2021  2 24 22 31 40
 VW        Red      BMRE-546 2021  2 24 22 32  0
 Volvo     Silver   CTHJ-601 2021  2 24 22 32 20
 M Benz    Green    BRFC-121 2021  2 24 22 32 40
 Mitsub    Blue     CJCF-223 2021  2 24 22 33  0
 Mitsub    Red      AXZF-861 2021  2 24 22 33 20
 Nissan    Red      BRFK-417 2021  2 24 22 33 40
 Subaru    Red      BDNG-575 2021  2 24 22 34  0
 Ford      Gray     CBKM-768 2021  2 24 22 34 20
 Nissan    Blue     CARH-962 2021  2 24 22 34 40
 Toyota    Blue     BADH-324 2021  2 24 22 35  0
 VW        White    CLKF-616 2021  2 24 22 35 20
 M Benz    Gray     BRRM-454 2021  2 24 22 35 40
 Jaguar    Green    AFKG-812 2021  2 24 22 36  0
 L Rover   Red      BFKJ-924 2021  2 24 22 36 20
 Ford      Silver   BFXN-748 2021  2 24 22 36 40
 Honda     Red      CRTL-147 2021  2 24 22 37  0
 Fiat      White    CJBN-841 2021  2 24 22 37 20
 Hyundai   Red      CRFL-723 2021  2 24 22 37 40
 Hyundai   White    CWZE-242 2021  2 24 22 38  0
 Nissan    White    BBXK-239 2021  2 24 22 38 20
 Subaru    Blue     CGFH-429 2021  2 24 22 38 40
 Mitsub    beige    BXJH-556 2021  2 24 22 39  0
 Ford      Green    BNTG-674 2021  2 24 22 39 20
 GM        White    AHFJ-775 2021  2 24 22 39 40
 Dodge     Blue     AEUX-418 2021  2 24 22 40  0
 M Benz    Gray     CNKW-539 2021  2 24 22 40 20
 Jaguar    Silver   BXAZ-847 2021  2 24 22 40 40
 Honda     Black    AFXF-872 2021  2 24 22 41  0
 Honda     Green    BRMN-880 2021  2 24 22 41 20
 Toyota    White    CKUT-561 2021  2 24 22 41 40
 Honda     Blue     ATBN-538 2021  2 24 22 42  0
 Toyota    Green    BTCJ-207 2021  2 24 22 42 20
 Nissan    Red      AXNM-248 2021  2 24 22 42 40
 M Benz    White    ACKE-181 2021  2 24 22 43  0
 Mazda     Gray     BLWF-114 2021  2 24 22 43 20
 L Rover   Green    BJUB-170 2021  2 24 22 43 40
 L Rover   Blue     AHAH-830 2021  2 24 22 44  0
 M Benz    Green    CKET-485 2021  2 24 22 44 20
 Toyota    Gray     BKFK-509 2021  2 24 22 44 40
 Fiat      Green    BENG-719 2021  2 24 22 45  0
 Dodge     Black    ABDZ-682 2021  2 24 22 45 20
 Honda     Black    BWXM-700 2021  2 24 22 45 40
 M Benz    Blue     BZGK-423 2021  2 24 22 46  0
 Dodge     Black    ANHX-477 2021  2 24 22 46 20
 Mazda     Silver   BHFT-221 2021  2 24 22 46 40
 Fiat      Red      BGZF-310 2021  2 24 22 47  0
 Mitsub    Gray     BHKG-964 2021  2 24 22 47 20
 Volvo     Silver   ALHM-156 2021  2 24 22 47 40
 Subaru    Blue     CWNX-878 2021  2 24 22 48  0
 Hyundai   beige    BACL-990 2021  2 24 22 48 20
 Hyundai   Gray     BJZM-870 2021  2 24 22 48 40
 L Rover   Red      BUJA-815 2021  2 24 22 49  0
 Toyota    Gray     CHCN-903 2021  2 24 22 49 20
 Toyota    Gray     BFUJ-172 2021  2 24 22 49 40
 L Rover   Green    AJUU-624 2021  2 24 22 50  0
 Toyota    Black    AWGH-797 2021  2 24 22 50 20
 BMW       Green    BBJX-647 2021  2 24 22 50 40
 M Benz    Blue     CZGH-715 2021  2 24 22 51  0
 Mitsub    Red      BWMT-477 2021  2 24 22 51 20
 Honda     Red      BAMH-301 2021  2 24 22 51 40
 L Rover   Blue     ARXJ-352 2021  2 24 22 52  0
 VW        Black    BDEW-231 2021  2 24 22 52 20
 Toyota    Silver   AACN-730 2021  2 24 22 52 40
 Subaru    Red      ARBU-173 2021  2 24 22 53  0
 Subaru    Green    CJCU-833 2021  2 24 22 53 20
 BMW       Red      BCHM-884 2021  2 24 22 53 40
 L Rover   White    CCXB-192 2021  2 24 22 54  0
 BMW       Red      AALZ-220 2021  2 24 22 54 20
 Honda     Black    AEDX-496 2021  2 24 22 54 40
 Mazda     Green    CUDE-815 2021  2 24 22 55  0
 Toyota    Black    ATZA-290 2021  2 24 22 55 20
 Honda     White    AWKM-624 2021  2 24 22 55 40
 Fiat      Blue     AHLJ-524 2021  2 24 22 56  0
 Honda     Red      AFAU-937 2021  2 24 22 56 20
 Ford      Black    ACEL-767 2021  2 24 22 56 40
 Toyota    Blue     BMEB-424 2021  2 24 22 57  0
 Nissan    Green    ARGT-533 2021  2 24 22 57 20
 Volvo     Black    AENE-201 2021  2 24 22 57 40
 Subaru    Black    BLBL-568 2021  2 24 22 58  0
 Subaru    Gray     AUJC-353 2021  2 24 22 58 20
 M Benz    Black    BHWN-515 2021  2 24 22 58 40
 GM        Blue     BKHT-334 2021  2 24 22 59  0
 Hyundai   Green    CRCM-769 2021  2 24 22 59 20
 Toyota    beige    ADAC-827 2021  2 24 22 59 40
